CCEN;NOM;NOME;DGENRC;DGENRE;GENR;MUNI;DMUNIC;DMUNIE;DTERRC;DTERRE;DEPE;DTITUC;DTITUE;DOMI;CPOS;TEL1;TFAX;EMAIL;PAGINA;COOR_X;COOR_Y
013541;GOIERRI ESKOLAKO BATXILERGOA;GOIERRI ESKOLAKO BATXILERGOA;CPES;BHIP;31D0;076;ORDIZIA;ORDIZIA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ARRANOMENDIA 2;20240;943880062;000000000;bulegoa@goierrieskola.org; ;566562.376439436;4766318.739604779
013546;KUNSTHAL;KUNSTHAL;CASDI;GDIIB;32U0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;32;PRIVADA;PRIBATUA;COLON ibde. 101 -TXANALETA pl.;20302;943616466;943616466;kunsthal@kunsthal.es; ;597432.582860043;4799354.175337374
013551;DONOSTIAKO HAURRESKOLA-AIETE;DONOSTIAKO HAURRESKOLA-AIETE;EIC;PHE;11P0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;18;OTROS PÚBLICOS;BESTE PUBLIKOAK;PUIO 5;20009;688602322; ;aiete.donostia@haurreskolak.eus; ;582196.851796052;4794817.648734245
013554;ORIARTE;ORIARTE;IES;BHI;11D0;902;LASARTE-ORIA;LASARTE-ORIA;GIPUZKOA;GIPUZKOA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BUENOS AIRES 1;20160;943372852; ;013554aa@hezkuntza.net; ;579867.697632812;4791190.157099676
013555;UROLA IKASTOLA;UROLA IKASTOLA;IES;BHI;11D0;018;AZPEITIA;AZPEITIA;GIPUZKOA;GIPUZKOA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PERDILLEGI 3;20730;943812665; ;013555aa@hezkuntza.net; ;559543.456053728;4781079.605073301
013556;IZARRAITZ LANBIDE HEZIKETA;IZARRAITZ LANBIDE HEZIKETA;IES;BHI;11D0;017;AZKOITIA;AZKOITIA;GIPUZKOA;GIPUZKOA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ALTAMIRA Z/G;20720;943852174; ;013556aa@hezkuntza.net; ;556222.038217124;4780318.260042881
013573;AUZOKIDS;AUZOKIDS;EIPR;HEPR;31N0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;AUZOLAN 6;20303;943636712; ;auzokids@gmail.com; ;596685.369187468;4798473.844526165
013578;OTEITZA LIZEOA;OTEITZA LIZEOA;CPES;BHIP;31D0;079;ZARAUTZ;ZARAUTZ;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;GIPUZKOA 5;20800;943111000; ;idazkaria@oteitzalp.org; ;567084.923838321;4792865.506087235
013579;UGLE-BATXILERGOA;UGLE-BATXILERGOA;CPES;BHIP;31D0;080;ZUMARRAGA;ZUMARRAGA;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;BELOKI 66;20700;943725477; ;dtor.ugle@ugleskola.org; ;556173.29703149;4770944.038138639
013580;NAZARET BATXILERGOA;NAZARET BATXILERGOA;CPES;BHIP;31D0;069;DONOSTIA / SAN SEBASTIÁN;DONOSTIA / SAN SEBASTIÁN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;ALDAKONEA 36;20012;943326666; ;nazaret@nazaretzentroa.com; ;583372.733930201;4796857.503527701
013583;LA SALLE BERROZPE IKASTETXEA;LA SALLE BERROZPE IKASTETXEA;CPEIPS;HLBHIP;31H0;009;ANDOAIN;ANDOAIN;GIPUZKOA;GIPUZKOA;31;PRIVADA;PRIBATUA;LA SALLE 5;20140;943590557; ;lsbandoain@lasalleberrozpe.com; ;579680.30257534;4785679.61875382
013584;URNIETAKO SALESTARRAK;URNIETAKO SALESTARRAK;CPES;BHIP;31D0;072;URNIETA;URNIETA;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ERGOIEN 6;20130;943551789; ;salesiarrak@salesianosurnieta.com; ;581599.118788875;4788173.831064117
013586;IRUNGO LA SALLE;IRUNGO LA SALLE;CPEIPS;HLBHIP;31H0;045;IRUN;IRUN;GIPUZKOA;GIPUZKOA;33;PRIVADA;PRIBATUA;ELIZATXO HIRIBIDEA 16 B;20303;943628411; ;irungolasalle@ilsalle.org; ;597331.818642745;4798751.108089969
014002;TRAÑA MATIENA;TRAÑA MATIENA;CEIP;HLHI;11S0;001;ABADIÑO;ABADIÑO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TRAÑAETXOSTE 10;48220;946814775;946810276;014002aa@hezkuntza.net; ;531524.299773546;4779408.305261545
014003;ZELAIETA;ZELAIETA;CEIP;HLHI;11S0;001;ABADIÑO;ABADIÑO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAN TROKAZ 7;48220;946815831;946815831;014003aa@hezkuntza.net;http://www.zelaieta.hezkuntza.net/web/guest;531946.816835276;4777924.167353524
014004;BUENOS AIRES;BUENOS AIRES;CEIP;HLHI;11S0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;COTARRO 11;48500;946363076;946363076;014004aa@hezkuntza.net; ;493903.476248936;4795739.371120318
014005;EL CASAL;EL CASAL;CEIP;HLHI;11S0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;EL CASAL 6;48500;946362829;946362829;014005aa@hezkuntza.net; ;493909.009210459;4796529.310330477
014006;MTRO. ASKARTZA ISUSI;MTRO. ASKARTZA ISUSI;CEIP;HLHI;11S0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ASKARTZA ISUSI 8;48540;946368453;946367701;014006aa@hezkuntza.net; ;492205.516729027;4795990.989904043
014010;DOLORES IBARRURI;DOLORES IBARRURI;IES;BHI;11D0;002;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;ABANTO Y CIÉRVANA-ABANTO ZIERBENA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;EL MINERO ETORB. 28;48500;946362725;946360429;014010aa@hezkuntza.net; ;493920.437950653;4796007.856470903
014021;AMOROTO;AMOROTO;CEIP;HLHI;11S0;004;AMOROTO;AMOROTO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ELEXALDE Z/G;48289;946243095;946243704;014021aa@hezkuntza.net; ;539507.513928767;4797110.562018376
014025;MUNITIBAR;MUNITIBAR;CEIP;HLHI;11S0;007;MUNITIBAR-ARBATZEGI GERRIKAITZ;MUNITIBAR-ARBATZEGI GERRIKAITZ;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;HERRIKO PL. 7;48381;946165300;946164149;014025aa@hezkuntza.net; ;533039.168566707;4790348.568402622
014026;ÁNGEL LARENA;ÁNGEL LARENA;CEIP;HLHI;11S0;008;ARTZENTALES;ARTZENTALES;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LEHENDAKARI AGIRRE 24;48879;946809252;946809252;014026aa@hezkuntza.net; ;482570.874353259;4787630.271704054
014027;ARRANKUDIAGA;ARRANKUDIAGA;CEIP;HLHI;11S0;009;ARRANKUDIAGA;ARRANKUDIAGA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ELEXALDE 22;48498;946481832;946481832;014027aa@hezkuntza.net; ;506614.230839346;4779993.676111003
014029;ARRIGORRIAGA;ARRIGORRIAGA;CEIP;HLHI;11S0;011;ARRIGORRIAGA;ARRIGORRIAGA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MIKEL ALONSOTEGI 2;48480;946712066;946712066;014029aa@hezkuntza.net; ;509107.650466807;4784205.268853478
014034;URKITZA;URKITZA;CEIP;HLHI;11S0;012;BAKIO;BAKIO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA PLAZA 1;48130;946194212;946029285;014034aa@hezkuntza.net; ;515029.147926842;4807753.205739026
014038;ARTEAGABEITIA;ARTEAGABEITIA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ASTARLOA 4;48902;944996030;944996030;014038aa@hezkuntza.net; ;500794.602539744;4793335.540413106
014046;JUAN RAMÓN JIMÉNEZ;JUAN RAMÓN JIMÉNEZ;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;OKELURI 2;48903;944997981;944997981;014046aa@hezkuntza.net; ;501451.878788582;4792394.571944518
014048;LARREA;LARREA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PORMETXETA 28;48901;944372727;944189116;014048aa@hezkuntza.net; ;501422.540074577;4794017.141675142
014049;GURUTZETA;GURUTZETA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LABROSTEGI 5;48903;944902981;944902981;014049aa@hezkuntza.net; ;501016.663126637;4792161.95929215
014050;MUKUSULUBA;MUKUSULUBA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MURILLO 20;48902;944378409;944378409;014050aa@hezkuntza.net; ;500096.006365138;4793368.313742191
014051;MUNOA;MUNOA;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LLANO 55;48903;944996639;944996639;014051aa@hezkuntza.net; ;501730.613063322;4792572.015826329
014053;NTRA. SRA. DEL PILAR;NTRA. SRA. DEL PILAR;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;EUSKALTZAINDIA 1;48901;944371725;944780886;014053aa@hezkuntza.net; ;500739.091515943;4793592.238163022
014055;RONTEGI;RONTEGI;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARABA 9;48901;944376504;944180080;014055aa@hezkuntza.net; ;501326.550201127;4793516.383602999
014057;ZUAZO;ZUAZO;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARTEAGABEITIA 27;48902;944996381;946575322;014057aa@hezkuntza.net; ;500296.578281796;4793137.300764214
014059;BARAKALDO;BARAKALDO;CEPA;HHI;11J1;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARANA 26;48901;944374013;944374013;014059aa@hezkuntza.net;http://www.epabarakaldo.net;501174.587536595;4794194.21563225
014064;ANTONIO TRUEBA;ANTONIO TRUEBA;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ALDAPA 5;48901;944375948;944379101;014064aa@hezkuntza.net;http://www.antoniotruebabhi-barakaldo.hezkuntza.net/web/guest;501073.19663513;4794100.12478417
014065;CRUCES;CRUCES;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SIEBE 84;48903;944998811;944998811;014065aa@hezkuntza.net;http://www.iescruces.com;500947.579443124;4791710.221242124
014066;BEURKO;BEURKO;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARAUTI Z/G;48902;944376608;944780354;014066aa@hezkuntza.net; ;500149.241535914;4794065.781774589
014067;IBAIBE;IBAIBE;CEIP;HLHI;11S0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BEURKO MUINOA Z/G;48902;944381771;944381771;014067aa@hezkuntza.net;http://www.ibaibe.net;500145.324759873;4794017.181667001
014068;MINAS;MINAS;IES;BHI;11D0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LA BONDAD 28;48902;944376104;944380635;014068aa@hezkuntza.net; ;500229.283946496;4794011.602802564
014069;NICOLÁS LARBURU;NICOLÁS LARBURU;CIFP;LHII;11U0;013;BARAKALDO;BARAKALDO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ALDAPA 3B;48901;944180266;944189327;014069aa@hezkuntza.net;http://www.nlarburu.net;501081.351775139;4793979.009436849
014073;JOSÉ ETXEGARAI;JOSÉ ETXEGARAI;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA 95;48970;944405525;944405525;014073aa@hezkuntza.net; ;509929.010771292;4787058.258135761
014074;KAREAGA-GOIKOA;KAREAGA-GOIKOA;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ASTURIAS Z/G;48970;944498946;944409908;014074aa@hezkuntza.net; ;508189.912734189;4787256.24783553
014080;SOFÍA TARAMONA;SOFÍA TARAMONA;CEIP;HLHI;11S0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GERNIKA Z/G;48970;944494592;944494592;014080aa@hezkuntza.net; ;509021.588589889;4785532.788640665
014083;BASAURI DENON ESKOLA;BASAURI DENON ESKOLA;CEPA;HHI;11J1;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;IBAIGANE Z/G;48970;944402022;944264174;014083aa@hezkuntza.net; ;508943.417985962;4786834.563668123
014086;URBI;URBI;IES;BHI;11D0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA 93;48970;944492996;944263852;014086aa@hezkuntza.net; ;509879.684130713;4786991.55171366
014087;URIBARRI;URIBARRI;IES;BHI;11D0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;URIBARRI 11;48970;944400111;944262030;014087aa@hezkuntza.net;http://www.uribarribhi.com/;509639.746553387;4787566.464691786
014088;BIDEBIETA;BIDEBIETA;CIFP;LHII;11U0;015;BASAURI;BASAURI;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;AGIRRE LEHENDAKARIA 97;48970;944262777;944260072;014088aa@hezkuntza.net;http://www.ibidebieta.net/;509997.888308697;4786983.773296935
014090;BERANGO-MERANA;BERANGO-MERANA;CEIP;HLHI;11S0;016;BERANGO;BERANGO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TORREKOLANDA 8;48640;946681117;946682538;014090aa@hezkuntza.net; ;500402.562118533;4801336.091923985
014094;BERMEO;BERMEO;CEPA;HHI;11J1;017;BERMEO;BERMEO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ATALDE Z/G;48370;946186433;946881176;014094aa@hezkuntza.net; ;522079.806567245;4807647.977158
014096;BERRIATUA;BERRIATUA;CEIP;HLHI;11S0;018;BERRIATUA;BERRIATUA;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZEHARBIDE 5;48710;946139063;946139063;014096aa@hezkuntza.net; ;543222.687322197;4795226.255563506
014097;LEARRETA-MARKINA;LEARRETA-MARKINA;CEIP;HLHI;11S0;019;BERRIZ;BERRIZ;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LEARRETA-MARKINA Z/G;48240;946824344;946824344;014097aa@hezkuntza.net; ;534237.157809414;4780373.558786982
014105;ARTATSE;ARTATSE;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JULIAN GAIARRE 100;48004;944121561;000000000;014105aa@hezkuntza.net; ;508193.021417489;4789332.075306851
014108;BASURTO;BASURTO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZANKOETA 2;48013;944410546;944270529;014108aa@hezkuntza.net;https://www.basurtoikastetxea.net/;504146.991767525;4789537.213551556
014109;BIRJINETXE;BIRJINETXE;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;JESÚS GALÍNDEZ 20 BIS;48004;944111178;944111178;014109aa@hezkuntza.net; ;507541.566734724;4789730.464215942
014111;CERVANTES;CERVANTES;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LERSUNDI 10;48009;944240330;944240330;014111aa@hezkuntza.net; ;505490.849995829;4790449.237911634
014114;DEUSTO;DEUSTO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BLAS DE OTERO 66;48014;944754955;944476408;014114aa@hezkuntza.net; ;503928.476893679;4790794.697594316
014115;ELEJABARRI;ELEJABARRI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TOLOSA 6;48002;944433919;944701393;014115aa@hezkuntza.net; ;504106.719063983;4788987.385467472
014117;INDAUTXUKO ESKOLA;INDAUTXUKO ESKOLA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MANUEL ALLENDE 28;48010;944211940;944103823;014117aa@hezkuntza.net; ;504650.15318647;4789474.74626659
014119;GABRIEL ARESTI;GABRIEL ARESTI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ERREKALDE 3;48002;944221713;944104484;014119aa@hezkuntza.net;http://www.gabrielarestilhi.hezkuntza.net;504419.459200599;4788675.35897956
014123;ING. JOSE ORBEGOZO GOROSTIDI;ING. JOSE ORBEGOZO GOROSTIDI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ITURRIGORRI BIDEA 46;48002;944221749;944221749;014123aa@hezkuntza.net; ;504160.828294254;4788056.594927196
014124;JUAN M. SÁNCHEZ MARCOS;JUAN M. SÁNCHEZ MARCOS;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GENERAL CONCHA 18;48010;944218573;944218573;014124aa@hezkuntza.net; ;505254.565327526;4789588.643083223
014126;LUIS BRIÑAS-SANTUTXU;LUIS BRIÑAS-SANTUTXU;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ITURRIAGA 58;48004;944111181;944120274;014126aa@hezkuntza.net;http://www.santutxu.net;507264.869183526;4788715.470814913
014127;MINA DEL MORRO;MINA DEL MORRO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;SAGARMINAGA 30;48004;944114460;944114460;014127aa@hezkuntza.net; ;506985.763845793;4788456.813463869
014129;ARANGOITI;ARANGOITI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MONTE GANETA 2;48014;944471065;944472176;014129aa@hezkuntza.net; ;504124.942379877;4791398.694652461
014130;MAESTRA ISABEL GALLEGO GORRIA;MAESTRA ISABEL GALLEGO GORRIA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BATALLA DE PADURA 17;48012;944210429;944210429;014130aa@hezkuntza.net;http://www.bilbao.net/hezkuntza/ggorria;504985.874491139;4788694.245135338
014131;MAESTRO GARCIA RIVERO;MAESTRO GARCIA RIVERO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ATXURI 2;48006;944330193;944330193;014131aa@hezkuntza.net; ;506340.221433388;4789073.717894755
014137;PÍO BAROJA;PÍO BAROJA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GABRIEL ARESTI 1;48004;944122502;944122502;014137aa@hezkuntza.net; ;507461.186244526;4789017.339370442
014140;PAGASARRIBIDE;PAGASARRIBIDE;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LARRASKITU 55;48003;944434398;944434398;014140aa@hezkuntza.net; ;505340.709662887;4788078.780411403
014149;SRA. VDA. DE EPALZA;SRA. VDA. DE EPALZA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;TIBOLI 5;48007;944457240;944457004;014149aa@hezkuntza.net;http://www.tibolieskola.net;506046.809555802;4790453.297085401
014150;TOMÁS CAMACHO;TOMÁS CAMACHO;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MONASTERIO 2;48012;944449799;944449799;014150aa@hezkuntza.net; ;505217.368323906;4788929.49725045
014151;TXURDINAGA;TXURDINAGA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;MIEMBRO DYA F. JIMÉNEZ 3;48004;944125204;944732291;014151aa@hezkuntza.net; ;507749.320781763;4788763.071126008
014153;URIBARRI;URIBARRI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;CAMPA ESCUELAS URIBARRI 5;48007;944457397;944466135;014153aa@hezkuntza.net; ;506409.709163271;4790426.742490512
014157;ZAMAKOLA-JUAN DELMAS;ZAMAKOLA-JUAN DELMAS;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZAMÁCOLA 174;48003;944168023;944150812;014157aa@hezkuntza.net; ;506369.395230508;4787546.978658111
014159;ZORROTZA-FRAY JUAN DE ZORROZA;ZORROTZA-FRAY JUAN DE ZORROZA;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;IKASTALDE 12;48013;944420021;944420021;014159aa@hezkuntza.net; ;502219.38548397;4791204.854108143
014160;ZURBARAN;ZURBARAN;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZUMAIA 1;48007;944452095;944460444;014160aa@hezkuntza.net;http://www.bilbao.net/hezkuntza/zurbaranlh;506818.818482175;4790409.6059786
014161;ZURBARANBARRI;ZURBARANBARRI;CEIP;HLHI;11S0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ZURBARANBARRI 34 BIS;48007;944467829;944461636;014161aa@hezkuntza.net;http://www.zurbaranbarri.hezkuntza.net;507279.744686636;4790425.322779491
014163;JUAN CRISÓSTOMO DE ARRIAGA;JUAN CRISÓSTOMO DE ARRIAGA;CPM;MKP;12P0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PL. IBARREKOLANDA 1;48015;944157888;944162839;014163aa@hezkuntza.net; ;503380.111756303;4791381.648122232
014182;BILBAO;BILBAO;EOI;HEO;12I0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;PL. DE SAN PEDRO 5;48014;944754972;944057058;014182aa@hezkuntza.net;http://www.eoi-bilbo.net;504483.141856098;4790966.312662564
014186;BOTIKAZAR;BOTIKAZAR;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;RIBERA BÓTICA VIEJA 1;48014;944457388;944464225;014186aa@hezkuntza.net; ;504863.349490744;4790819.242598251
014187;MARTÍN DE BERTENDONA;MARTÍN DE BERTENDONA;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;BERTENDONA 5;48008;944164116;944166505;014187aa@hezkuntza.net; ;505540.959991616;4789724.805367784
014188;GABRIEL ARESTI;GABRIEL ARESTI;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;ARTALANDIO 5;48004;944127500;944113337;014188aa@hezkuntza.net;http://www.gabrielarestibhi.hezkuntza.net;507965.699981936;4789320.257712289
014189;MIGUEL DE UNAMUNO;MIGUEL DE UNAMUNO;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;LICENCIADO POZA 1;48008;944002700;944002733;014189aa@hezkuntza.net;http://www.iesunamuno.net;505452.234706991;4789783.253470841
014190;TXURDINAGA BEHEKOA;TXURDINAGA BEHEKOA;IES;BHI;11D0;020;BILBAO;BILBAO;BIZKAIA;BIZKAIA;11;DEPART. EDUCACIÓN;HEZKUNTZA SAILA;GABRIEL ARESTI 8;48004;944121811;944732988;014190aa@hezkuntza.net;http://www.txurdinagabehekoa.eus;507582.96087309;4789026.947414751
